deadline_norm,duration_norm,profit_norm,penalty_norm,arrival_norm,profit_penalty_ratio,urgency,slack_ratio,density_norm,competition,label
1.0,0.4,0.755888,1.0,0.166667,0.24255,0.111111,0.727273,1.0,1.0,1
0.909091,0.8,0.774194,0.863897,1.0,0.287562,1.0,0.0,0.967742,0.8,1
0.818182,1.0,0.466347,0.623926,0.666667,0.239839,1.0,0.0,0.466347,1.0,0
1.0,0.4,0.318004,0.631447,0.5,0.1616,0.142857,0.545455,0.795011,1.0,1
0.454545,0.2,0.626298,0.557307,0.0,0.360604,0.2,0.363636,1.0,0.8,1
0.583333,0.8,0.985692,0.568556,0.6,0.317885,1.0,0.0,1.0,1.0,1
0.833333,0.8,0.59718,0.076216,1.0,1.0,0.5,0.083333,0.746475,0.857143,0
0.416667,0.4,0.895039,1.0,0.2,0.164113,0.333333,0.166667,1.0,0.571429,1
1.0,1.0,0.557076,0.74684,1.0,0.136769,0.333333,0.166667,0.557076,0.857143,0
0.833333,0.4,1.0,0.862505,0.8,0.212589,0.2,0.333333,1.0,1.0,1
0.666667,1.0,0.685431,0.307354,0.6,0.40891,1.0,0.0,0.685431,1.0,0
0.833333,0.6,0.243969,0.26082,1.0,0.171512,0.333333,0.166667,0.406614,0.857143,0
0.666667,0.2,0.504334,0.319226,0.8,0.289682,0.25,0.25,1.0,1.0,1
0.636364,1.0,0.748223,0.511913,0.333333,0.462573,0.5,0.090909,0.748223,1.0,1
0.909091,0.5,1.0,0.180344,0.833333,1.0,0.25,0.272727,1.0,1.0,1
0.636364,0.75,0.946675,1.0,0.166667,0.299603,0.25,0.272727,1.0,1.0,1
1.0,1.0,0.514011,0.220384,1.0,0.738138,0.5,0.090909,0.514011,1.0,0
0.545455,1.0,1.0,0.767472,0.0,0.214895,0.333333,0.181818,1.0,0.666667,1
1.0,1.0,0.516736,0.510223,0.0,0.167031,0.125,0.636364,0.516736,1.0,0
0.818182,0.75,0.991435,1.0,0.0,0.163513,0.142857,0.545455,1.0,1.0,1
0.909091,0.5,0.666066,0.541078,1.0,0.203023,0.5,0.090909,1.0,0.666667,1
0.833333,0.75,0.579204,0.282407,0.5,1.0,0.2,0.333333,0.772272,1.0,1
0.833333,1.0,0.181458,0.643004,0.5,0.14296,0.25,0.25,0.181458,1.0,1
0.5,1.0,0.762896,1.0,0.0,0.386471,0.333333,0.166667,0.762896,0.666667,1
1.0,0.25,1.0,0.980453,1.0,0.516684,0.166667,0.416667,1.0,0.666667,1
0.833333,0.75,0.314766,0.474105,0.666667,0.248273,0.25,0.25,0.419688,1.0,1
0.75,0.75,0.850204,1.0,1.0,0.317936,1.0,0.0,1.0,1.0,1
0.75,1.0,1.0,0.170221,0.666667,1.0,0.5,0.083333,1.0,1.0,0
1.0,0.5,0.07169,0.16032,1.0,0.167221,0.2,0.333333,0.143381,1.0,1
0.8,0.75,0.779906,0.689721,0.833333,0.625575,1.0,0.0,1.0,1.0,1
0.8,0.25,0.08946,0.270939,0.5,0.18267,0.2,0.4,0.357839,1.0,1
0.6,1.0,1.0,0.738579,0.166667,0.749055,0.5,0.1,1.0,0.666667,1
1.0,0.25,0.535727,1.0,1.0,0.296383,0.25,0.3,1.0,0.666667,1
0.727273,0.6,0.297015,0.408568,0.0,0.191837,0.166667,0.454545,0.495024,1.0,1
0.545455,0.6,0.77032,0.686601,0.4,0.296064,0.5,0.090909,1.0,1.0,1
0.727273,1.0,0.401177,0.602645,0.4,0.175668,0.5,0.090909,0.401177,1.0,0
1.0,1.0,1.0,1.0,1.0,0.263887,0.5,0.090909,1.0,1.0,1
0.909091,0.2,0.975158,0.515526,1.0,0.499163,0.2,0.363636,1.0,1.0,1
0.909091,1.0,0.523426,0.22973,0.0,0.601252,0.166667,0.454545,0.523426,1.0,0
1.0,0.8,1.0,1.0,1.0,0.164303,0.5,0.090909,1.0,1.0,1
0.909091,1.0,0.450139,0.495533,0.5,0.149252,0.333333,0.181818,0.450139,1.0,0
0.727273,0.4,0.404327,0.034404,1.0,1.0,1.0,0.0,1.0,1.0,1
1.0,0.2,0.459394,0.310017,0.833333,0.24347,0.166667,0.454545,1.0,1.0,1
0.909091,0.6,0.097524,0.062536,0.333333,0.256231,0.166667,0.454545,0.16254,1.0,1
0.583333,0.6,0.193526,0.067807,0.666667,0.499707,1.0,0.0,0.322544,0.833333,0
1.0,1.0,0.764338,1.0,0.666667,0.133824,0.25,0.25,0.764338,0.833333,1
0.833333,0.6,1.0,0.36031,1.0,0.485927,0.5,0.083333,1.0,0.833333,0
0.333333,0.8,0.469847,0.139193,0.0,0.591,1.0,0.0,0.587308,0.333333,1
0.75,0.6,0.151051,0.173394,0.166667,0.152523,0.166667,0.416667,0.251751,1.0,0
0.833333,1.0,0.13833,0.121694,0.5,0.19902,0.333333,0.166667,0.13833,1.0,0
0.833333,0.8,0.691198,0.226486,0.666667,0.534328,0.333333,0.166667,0.863998,0.833333,1
1.0,1.0,0.322848,0.66406,1.0,0.143099,1.0,0.0,0.322848,0.5,1
0.4,0.75,0.683528,0.808571,0.0,0.24882,0.5,0.1,0.911371,0.25,1
0.6,0.5,1.0,1.0,0.166667,0.294338,0.25,0.3,1.0,0.25,1
0.9,0.25,0.742933,0.163591,1.0,1.0,0.333333,0.2,1.0,0.5,1
1.0,0.5,0.303719,0.5868,1.0,0.152345,0.333333,0.2,0.607439,0.5,0
0.909091,0.6,0.967552,0.52812,1.0,0.241254,1.0,0.0,1.0,0.75,1
0.545455,0.2,0.707452,0.095592,0.142857,0.974558,0.2,0.363636,1.0,0.75,1
1.0,1.0,0.152238,0.096943,0.714286,0.206794,0.5,0.090909,0.152238,1.0,0
1.0,0.6,0.79646,0.812194,0.0,0.129133,0.111111,0.727273,1.0,1.0,1
0.818182,0.6,1.0,1.0,0.428571,0.131684,0.25,0.272727,1.0,1.0,1
0.75,0.2,0.542693,0.405492,0.25,0.250278,0.142857,0.5,1.0,1.0,1
0.5,1.0,0.74565,0.590371,0.125,0.23619,1.0,0.0,0.74565,0.857143,0
0.833333,0.2,0.567937,0.511379,0.625,0.207687,0.2,0.333333,1.0,1.0,1
1.0,0.2,0.675551,1.0,0.625,0.126331,0.142857,0.5,1.0,1.0,1
0.75,0.2,0.306145,0.103442,1.0,0.553455,1.0,0.0,1.0,0.571429,1
0.666667,0.6,1.0,0.835434,0.0,0.223841,0.166667,0.416667,1.0,0.857143,1
0.5,0.2,0.410138,0.583224,0.0,0.131506,0.166667,0.416667,1.0,0.857143,1
1.0,0.4,0.545409,0.675381,0.625,0.151016,0.166667,0.416667,1.0,1.0,1
1.0,0.6,0.896527,0.696893,0.428571,0.161888,0.142857,0.5,1.0,1.0,1
0.75,0.4,1.0,1.0,0.0,0.12584,0.125,0.583333,1.0,1.0,1
0.916667,1.0,0.292955,0.271407,0.428571,0.135831,0.25,0.25,0.292955,1.0,0
0.583333,0.8,0.688479,0.39947,0.0,0.216883,0.25,0.25,0.860598,0.857143,1
0.916667,0.6,0.355881,0.149785,1.0,0.298988,0.5,0.083333,0.593135,0.857143,0
0.833333,1.0,0.705941,0.609624,0.714286,0.145722,1.0,0.0,0.705941,1.0,0
0.75,0.4,0.893517,0.044708,0.428571,1.0,0.2,0.333333,1.0,1.0,1
0.75,0.4,0.654155,0.610381,0.714286,0.134864,0.333333,0.166667,1.0,1.0,1
0.916667,1.0,1.0,0.358497,0.125,0.990539,0.166667,0.416667,1.0,1.0,1
1.0,1.0,0.478895,0.340627,0.25,0.499251,0.166667,0.416667,0.478895,1.0,0
0.333333,0.6,0.655027,0.876732,0.0,0.265308,0.5,0.083333,1.0,0.6,1
0.916667,0.8,0.463592,0.549964,0.375,0.299337,0.2,0.333333,0.579491,1.0,0
1.0,0.4,0.421177,1.0,1.0,0.149562,0.333333,0.166667,1.0,0.8,1
1.0,0.6,0.504776,0.156455,0.875,1.0,0.333333,0.166667,0.841293,0.8,1
1.0,1.0,0.259534,0.458347,1.0,0.143066,0.333333,0.166667,0.259534,0.5,0
0.166667,0.4,0.75821,1.0,0.0,0.191569,1.0,0.0,1.0,0.5,1
0.166667,0.2,1.0,0.387086,0.0,0.652723,0.5,0.083333,1.0,0.5,1
1.0,0.8,0.816075,0.672131,1.0,0.30677,0.25,0.25,1.0,0.5,1
0.75,0.6,0.680614,0.820341,0.2,0.209625,0.166667,0.416667,1.0,1.0,1
0.416667,0.2,0.777013,0.644363,0.8,0.304673,1.0,0.0,1.0,0.333333,1
0.916667,0.2,0.709349,0.035798,0.0,1.0,0.090909,0.833333,1.0,1.0,1
0.833333,0.6,0.341844,0.358296,1.0,0.185766,1.0,0.0,0.569739,0.8,0
1.0,0.8,1.0,0.471702,0.857143,0.412774,0.333333,0.166667,1.0,0.8,1
0.916667,1.0,0.422303,0.44093,0.428571,0.186481,0.25,0.25,0.422303,1.0,1
0.916667,1.0,0.263594,0.03895,0.285714,1.0,0.2,0.333333,0.263594,1.0,0
0.916667,0.6,0.185787,0.146116,0.142857,0.24757,0.125,0.583333,0.309645,1.0,0
0.5,0.6,0.740385,1.0,0.142857,0.144158,0.333333,0.166667,1.0,0.6,1
0.833333,0.4,0.334157,0.198121,0.428571,0.272856,0.166667,0.416667,0.835393,1.0,1
1.0,0.6,0.630129,0.373451,1.0,0.272966,0.333333,0.166667,1.0,0.8,0
0.916667,0.6,1.0,1.0,0.285714,0.161775,0.142857,0.5,1.0,1.0,1
0.833333,1.0,0.118265,0.108557,0.428571,0.176243,0.333333,0.166667,0.118265,1.0,0
1.0,0.2,0.765324,0.269092,0.571429,0.460104,0.125,0.583333,1.0,1.0,1
0.583333,0.8,0.800914,0.717113,0.428571,0.18068,1.0,0.0,1.0,0.8,1
0.916667,1.0,0.133721,0.152124,0.0,0.18033,0.142857,0.5,0.133721,1.0,0
0.75,1.0,0.517442,0.239799,0.571429,0.44267,1.0,0.0,0.517442,1.0,0
1.0,0.8,1.0,1.0,0.428571,0.205148,0.166667,0.416667,1.0,1.0,1
1.0,0.8,0.315483,0.096254,0.857143,0.672391,0.333333,0.166667,0.394354,1.0,1
0.666667,0.2,0.778458,0.234986,1.0,0.679608,1.0,0.0,1.0,1.0,1
1.0,0.6,0.681188,0.739253,0.857143,0.153536,0.25,0.25,1.0,0.75,1
0.5,0.2,0.493842,0.147116,0.428571,0.559325,0.333333,0.166667,1.0,0.5,1
1.0,1.0,0.242707,0.13113,0.285714,0.308402,0.166667,0.416667,0.242707,1.0,0
0.916667,1.0,0.667834,0.299633,0.428571,0.371377,0.25,0.25,0.667834,1.0,1
1.0,0.2,1.0,1.0,1.0,0.166623,0.2,0.333333,1.0,0.75,1
1.0,0.4,0.368532,0.397906,0.888889,0.203406,0.333333,0.166667,0.921329,1.0,1
0.916667,0.8,0.427149,0.553434,0.666667,0.169505,0.5,0.083333,0.533936,1.0,0
0.75,0.2,0.187631,0.212812,0.222222,0.193632,0.142857,0.5,0.938157,0.833333,0
0.916667,1.0,0.609452,1.0,0.111111,0.133847,0.166667,0.416667,0.609452,1.0,1
0.916667,0.2,0.304726,0.516169,1.0,0.129654,0.5,0.083333,1.0,0.666667,1
0.75,0.8,1.0,0.472128,0.222222,0.465166,0.25,0.25,1.0,0.833333,1
0.833333,1.0,0.154957,0.176779,0.0,0.192509,0.166667,0.416667,0.154957,1.0,0
0.666667,1.0,1.0,0.086693,0.6,1.0,0.5,0.083333,1.0,1.0,0
0.916667,1.0,0.188007,0.206469,0.2,0.134335,0.142857,0.5,0.188007,1.0,1
0.916667,0.25,0.123536,0.048737,1.0,0.373939,0.166667,0.416667,0.494144,1.0,0
0.916667,1.0,0.877565,1.0,0.8,0.129464,0.25,0.25,0.877565,1.0,1
0.5,0.25,0.13605,0.122729,0.8,0.163538,0.5,0.083333,0.544199,1.0,1
1.0,0.75,0.93663,0.810368,0.6,0.170512,0.142857,0.5,1.0,1.0,1
0.833333,1.0,1.0,0.927305,0.6,0.255258,0.333333,0.166667,1.0,1.0,1
0.916667,0.4,0.815195,0.621327,1.0,0.310558,0.2,0.333333,1.0,1.0,1
1.0,0.8,0.115677,0.095238,0.6,0.2875,0.166667,0.416667,0.144596,1.0,0
0.75,1.0,0.535581,1.0,0.8,0.126773,1.0,0.0,0.535581,1.0,0
1.0,1.0,0.672552,0.775836,0.8,0.205191,0.25,0.25,0.672552,1.0,0
1.0,0.6,0.582315,1.0,1.0,0.128276,0.166667,0.416667,0.970524,0.666667,1
0.333333,0.8,0.686634,0.703995,0.0,0.214855,1.0,0.0,0.858293,0.666667,0
0.5,0.4,1.0,0.702873,0.25,0.31341,0.25,0.25,1.0,1.0,1
0.75,1.0,0.840057,0.635772,0.25,0.29107,0.25,0.25,0.840057,1.0,1
0.833333,0.25,0.779116,1.0,1.0,0.147623,0.142857,0.5,1.0,1.0,1
0.75,0.75,0.530912,0.084931,0.333333,1.0,0.166667,0.416667,0.707882,1.0,1
0.916667,0.5,0.306182,0.330713,0.333333,0.17542,0.111111,0.666667,0.612365,1.0,0
0.75,0.75,0.81625,0.93635,0.333333,0.165172,0.166667,0.416667,1.0,1.0,1
1.0,1.0,1.0,0.564801,1.0,0.335472,0.166667,0.416667,1.0,1.0,1
0.583333,1.0,0.301981,0.238054,0.125,0.313301,0.5,0.083333,0.301981,0.714286,0
0.916667,0.4,0.674359,0.899827,1.0,0.185093,0.5,0.083333,1.0,0.428571,1
0.416667,0.8,0.926107,0.301382,0.125,0.75893,1.0,0.0,1.0,0.285714,1
1.0,0.4,0.254662,0.4692,1.0,0.134049,0.333333,0.166667,0.636655,0.428571,0
0.666667,0.4,0.659674,0.588083,0.625,0.277044,0.5,0.083333,1.0,0.571429,1
0.666667,1.0,0.47296,0.838227,0.375,0.139354,1.0,0.0,0.47296,0.714286,0
0.916667,0.6,0.594639,0.208405,0.75,0.704696,0.333333,0.166667,0.991064,0.857143,1
0.916667,1.0,1.0,1.0,0.625,0.246978,0.5,0.083333,1.0,0.857143,0
0.75,0.6,1.0,1.0,0.666667,0.136056,1.0,0.0,1.0,0.666667,1
1.0,0.2,0.459056,0.254956,0.888889,0.244973,0.25,0.25,1.0,0.5,1
0.583333,1.0,0.934313,0.830998,0.111111,0.152971,0.5,0.083333,0.934313,0.5,1
0.083333,0.2,0.449008,0.022898,0.0,1.0,1.0,0.0,1.0,0.0,1
0.666667,0.6,0.585531,0.252563,0.555556,0.315426,1.0,0.0,0.975885,0.5,0
0.75,1.0,0.101482,0.08527,0.222222,0.161924,0.333333,0.166667,0.101482,0.666667,0
0.833333,0.2,0.39362,0.397813,1.0,0.134622,1.0,0.0,1.0,0.166667,1
1.0,0.8,0.156184,0.03586,0.125,0.601626,0.125,0.583333,0.19523,1.0,0
0.583333,1.0,0.992824,1.0,0.125,0.137143,0.5,0.083333,0.992824,0.8,1
0.583333,0.8,0.255488,0.249417,0.25,0.141496,0.5,0.083333,0.319359,0.8,0
0.916667,0.4,1.0,0.356706,0.625,0.38725,0.2,0.333333,1.0,1.0,1
1.0,1.0,0.072921,0.040671,0.625,0.24767,0.333333,0.166667,0.072921,1.0,0
0.833333,0.4,0.784825,0.11691,1.0,0.927307,1.0,0.0,1.0,0.6,1
1.0,0.2,0.595621,0.577115,0.888889,0.162552,0.25,0.25,1.0,1.0,1
1.0,0.6,0.684641,0.483481,0.777778,0.223033,0.333333,0.166667,1.0,1.0,1
1.0,0.8,0.879259,0.480097,0.111111,0.288453,0.125,0.583333,1.0,1.0,1
0.916667,0.2,0.494116,0.368574,1.0,0.21115,0.5,0.083333,1.0,0.833333,1
0.833333,1.0,0.894608,0.955681,0.555556,0.147437,1.0,0.0,0.894608,1.0,0
0.916667,0.8,0.690167,0.866076,0.0,0.125512,0.125,0.583333,0.862708,1.0,1
0.75,1.0,1.0,1.0,0.222222,0.157502,0.333333,0.166667,1.0,0.833333,0
0.9,1.0,0.716004,0.362767,0.666667,0.275335,0.333333,0.2,0.716004,0.666667,1
0.9,0.666667,1.0,1.0,1.0,0.1395,0.5,0.1,1.0,0.666667,1
0.2,0.333333,0.983859,0.677851,0.166667,0.202475,1.0,0.0,1.0,0.0,1
1.0,0.666667,0.40922,0.212951,0.333333,0.268072,0.142857,0.6,0.613831,0.666667,1
0.833333,0.75,0.339741,0.377715,0.444444,0.344625,0.25,0.25,0.452988,1.0,1
0.75,0.75,0.559581,0.249292,0.111111,0.860038,0.166667,0.416667,0.746108,0.75,1
0.75,1.0,0.299569,0.527384,0.333333,0.217637,0.333333,0.166667,0.299569,0.75,0
0.75,1.0,1.0,1.0,0.111111,0.383144,0.2,0.333333,1.0,0.75,1
1.0,0.25,0.600493,0.108593,1.0,1.0,0.333333,0.166667,1.0,0.25,1
0.636364,1.0,0.621757,0.541848,0.25,0.173888,1.0,0.0,0.621757,0.571429,0
0.909091,0.4,0.47376,0.430616,1.0,0.166723,1.0,0.0,1.0,0.428571,1
0.909091,0.6,0.556485,0.160507,0.875,0.525395,1.0,0.0,0.927476,0.571429,0
0.636364,1.0,0.933652,0.843116,0.25,0.167813,1.0,0.0,0.933652,0.571429,0
0.545455,0.2,0.965451,1.0,0.625,0.146304,1.0,0.0,1.0,0.571429,1
1.0,0.8,0.569038,0.061594,0.5,1.0,0.25,0.272727,0.711297,1.0,0
0.909091,0.4,0.420442,0.287319,1.0,0.221753,1.0,0.0,1.0,0.428571,0
0.727273,1.0,1.0,0.236775,0.375,0.640015,1.0,0.0,1.0,0.714286,0
0.75,0.8,1.0,0.629107,0.375,0.349071,0.333333,0.166667,1.0,1.0,1
0.833333,0.6,0.751381,1.0,0.875,0.165006,1.0,0.0,1.0,0.666667,1
0.583333,0.6,0.823677,0.475854,0.5,0.38012,1.0,0.0,1.0,0.666667,0
1.0,0.8,0.175018,0.300992,0.375,0.127692,0.166667,0.416667,0.218772,1.0,0
0.416667,0.6,0.363289,0.53054,0.0,0.150374,0.333333,0.166667,0.605482,0.5,1
1.0,1.0,0.75359,0.735612,0.625,0.22497,0.333333,0.166667,0.75359,0.833333,0
0.916667,0.2,0.818958,0.770893,1.0,0.233295,0.333333,0.166667,1.0,0.666667,1
0.833333,0.5,0.65816,1.0,0.714286,0.164091,0.25,0.25,1.0,0.75,1
0.833333,1.0,0.117142,0.035382,0.714286,0.825439,0.5,0.083333,0.117142,0.75,0
0.333333,0.75,1.0,0.199255,0.142857,1.0,1.0,0.0,1.0,0.25,1
0.833333,0.25,0.748039,0.201738,1.0,0.924462,0.333333,0.166667,1.0,0.75,1
1.0,1.0,0.855969,0.748603,0.0,0.285075,0.111111,0.666667,0.855969,1.0,1
0.916667,0.25,0.593122,1.0,0.714286,0.311007,0.166667,0.416667,1.0,1.0,1
0.583333,1.0,0.99077,0.14598,0.0,1.0,0.25,0.25,0.99077,0.666667,1
1.0,0.75,1.0,0.263856,1.0,1.0,0.333333,0.166667,1.0,0.666667,1
0.833333,0.25,0.855144,0.196721,0.571429,1.0,0.166667,0.416667,1.0,1.0,1
0.636364,1.0,0.693068,0.045955,0.142857,1.0,0.5,0.090909,0.693068,0.857143,0
0.818182,1.0,1.0,0.619017,0.571429,0.318337,1.0,0.0,1.0,1.0,0
1.0,1.0,0.300806,0.219187,0.285714,0.270435,0.2,0.363636,0.300806,1.0,0
0.545455,0.6,0.858786,0.545955,0.0,0.309969,0.25,0.272727,1.0,0.857143,1
0.818182,1.0,0.352714,0.096146,0.142857,0.722907,0.25,0.272727,0.352714,1.0,0
0.727273,0.4,0.385707,0.320415,0.571429,0.237211,0.333333,0.181818,0.964267,1.0,1
0.727273,0.2,0.588716,0.221516,1.0,0.523709,1.0,0.0,1.0,0.714286,1
0.727273,0.6,0.943149,1.0,0.142857,0.185853,0.2,0.363636,1.0,1.0,1
0.75,0.4,1.0,0.576397,1.0,0.56922,0.5,0.083333,1.0,1.0,1
0.75,0.6,0.4495,1.0,0.166667,0.147479,0.166667,0.416667,0.749166,1.0,1
0.916667,1.0,0.368628,0.162173,0.833333,0.745783,0.5,0.083333,0.368628,1.0,0
1.0,0.6,0.443425,0.452911,0.333333,0.321225,0.125,0.583333,0.739042,1.0,1
0.75,1.0,0.637208,0.486518,0.666667,0.429719,1.0,0.0,0.637208,1.0,0
0.75,0.4,0.30158,0.050735,0.0,0.958937,0.125,0.583333,0.75395,1.0,1
0.666667,0.8,0.518839,0.471078,0.25,0.17768,0.25,0.25,0.648549,1.0,0
1.0,0.4,0.84017,0.136029,0.75,0.996396,0.125,0.583333,1.0,1.0,1
0.833333,0.4,0.754178,0.452696,0.5,0.26876,0.142857,0.5,1.0,1.0,1
0.833333,0.4,0.256913,0.161765,0.5,0.256212,0.142857,0.5,0.642282,1.0,1
0.75,0.8,0.702978,0.566912,0.75,0.200043,0.333333,0.166667,0.878722,1.0,0
0.75,1.0,0.914008,1.0,1.0,0.147451,1.0,0.0,0.914008,1.0,1
0.916667,0.8,1.0,0.604167,1.0,0.267018,0.25,0.25,1.0,1.0,0
1.0,0.75,0.966853,0.988416,1.0,0.188323,0.5,0.090909,1.0,0.333333,1
0.818182,1.0,1.0,0.823505,0.142857,0.233785,0.2,0.363636,1.0,1.0,1
0.454545,0.5,0.72421,1.0,0.428571,0.139427,1.0,0.0,1.0,0.666667,1
0.545455,0.75,0.882617,0.586773,0.285714,0.289591,0.5,0.090909,1.0,0.666667,0
0.818182,0.6,0.268086,0.235302,1.0,0.153232,1.0,0.0,0.446811,0.857143,0
0.636364,1.0,0.658753,0.248595,0.333333,0.356395,1.0,0.0,0.658753,1.0,0
0.818182,0.4,0.940901,0.435658,0.5,0.290469,0.2,0.363636,1.0,1.0,1
0.545455,0.6,0.86937,0.470193,0.333333,0.248674,0.5,0.090909,1.0,0.714286,1
0.727273,0.8,0.233238,0.233247,0.333333,0.134489,0.333333,0.181818,0.291548,1.0,0
0.818182,0.2,0.6129,0.216801,1.0,0.380215,0.333333,0.181818,1.0,0.857143,1
0.818182,0.8,0.675871,0.219131,0.0,0.414822,0.166667,0.454545,0.844839,1.0,1
1.0,0.2,1.0,1.0,0.5,0.134494,0.125,0.636364,1.0,1.0,1
0.916667,1.0,0.57981,0.511497,1.0,0.213736,0.2,0.333333,0.57981,1.0,1
0.916667,0.8,0.090786,0.094532,1.0,0.181081,0.166667,0.416667,0.113482,1.0,0
0.583333,0.4,1.0,1.0,0.0,0.188554,0.166667,0.416667,1.0,1.0,1
1.0,0.6,0.518428,0.72279,0.0,0.135242,0.1,0.75,0.864047,1.0,1
0.75,1.0,0.88347,0.173517,0.0,0.711544,0.2,0.333333,0.88347,1.0,1
0.666667,0.8,0.794676,0.203174,1.0,0.546607,1.0,0.0,0.993345,1.0,1
0.833333,1.0,0.602383,0.301769,1.0,0.278966,0.5,0.083333,0.602383,1.0,0
0.916667,0.2,0.70551,0.23153,0.25,0.425843,0.1,0.75,1.0,1.0,0
1.0,0.8,1.0,1.0,0.25,0.13975,0.125,0.583333,1.0,1.0,1
0.75,0.25,0.440852,0.404054,1.0,0.155291,1.0,0.0,1.0,0.428571,1
0.333333,0.25,1.0,0.938157,0.125,0.151711,0.333333,0.166667,1.0,0.285714,1
0.833333,1.0,0.647089,0.648913,0.5,0.141929,0.333333,0.166667,0.647089,0.857143,1
0.583333,0.5,0.290333,0.040539,0.25,1.0,0.25,0.25,0.580665,0.714286,1
1.0,0.75,0.544179,0.224146,0.75,0.345545,0.25,0.25,0.725572,0.857143,0
0.916667,0.5,0.983056,1.0,1.0,0.139917,0.5,0.083333,1.0,0.428571,1
0.666667,0.25,0.732432,0.587661,0.75,0.177392,0.5,0.083333,1.0,0.571429,1
0.583333,0.75,0.327755,0.077378,0.125,0.602868,0.25,0.25,0.437006,0.714286,0
0.833333,1.0,0.510279,0.234947,0.5,0.321424,0.5,0.083333,0.510279,1.0,0
0.5,1.0,1.0,1.0,0.125,0.147993,1.0,0.0,1.0,0.666667,1
1.0,0.6,0.665806,0.447754,0.5,0.220064,0.166667,0.416667,1.0,1.0,1
0.833333,0.4,0.255624,0.198789,1.0,0.190304,1.0,0.0,0.639059,0.666667,1
0.833333,0.4,0.178332,0.24577,1.0,0.153989,1.0,0.0,0.44583,0.5,1
0.666667,0.8,0.754461,0.522965,0.0,0.306163,0.2,0.333333,0.943077,0.833333,1
0.833333,0.6,0.434375,0.339243,0.625,0.271734,0.333333,0.166667,0.723959,0.666667,0
0.333333,0.8,0.449057,0.197959,0.0,0.481411,1.0,0.0,0.561321,0.5,0
1.0,0.6,0.687002,1.0,0.625,0.145796,0.2,0.333333,1.0,0.666667,1
0.416667,0.6,1.0,0.072791,0.125,1.0,0.5,0.083333,1.0,0.5,1
0.833333,1.0,0.847108,0.354821,0.125,0.506662,0.2,0.333333,0.847108,1.0,0
0.916667,0.2,0.31869,0.220333,0.285714,0.249055,0.111111,0.666667,1.0,1.0,1
0.666667,1.0,0.543778,0.556211,0.142857,0.168341,0.333333,0.166667,0.543778,1.0,0
0.75,0.4,1.0,0.596981,1.0,0.288434,1.0,0.0,1.0,0.8,1
0.75,0.6,0.896725,1.0,0.142857,0.154407,0.166667,0.416667,1.0,1.0,1
0.416667,0.4,0.477481,0.027759,0.428571,1.0,1.0,0.0,1.0,0.8,1
1.0,0.8,0.903879,0.092124,0.428571,1.0,0.166667,0.416667,1.0,1.0,1
0.5,0.4,0.191565,0.187187,0.428571,0.154973,0.5,0.083333,0.478913,0.666667,0
1.0,0.2,0.183236,0.041041,0.857143,0.676098,0.166667,0.416667,0.916182,0.666667,1
0.75,1.0,1.0,0.05045,0.285714,1.0,0.333333,0.166667,1.0,1.0,0
0.833333,0.4,0.978451,1.0,1.0,0.148168,0.5,0.083333,1.0,0.5,1
0.5,0.6,0.678609,0.51952,0.0,0.197803,0.25,0.25,1.0,0.666667,1
0.583333,0.8,0.676097,0.524324,0.0,0.195265,0.25,0.25,0.845122,0.833333,1
0.666667,0.4,0.188525,0.132132,0.0,0.216061,0.142857,0.5,0.471311,1.0,1
0.454545,0.333333,1.0,0.506782,0.0,0.329776,0.2,0.363636,1.0,0.5,1
0.818182,0.666667,0.189409,0.039674,0.0,0.797863,0.125,0.636364,0.284113,1.0,1
0.818182,0.666667,0.989246,0.406748,0.666667,0.406461,0.25,0.272727,1.0,1.0,1
1.0,1.0,0.948666,0.322143,1.0,0.492158,0.333333,0.181818,0.948666,0.75,1
0.727273,1.0,0.790707,1.0,0.833333,0.132146,1.0,0.0,0.790707,0.75,1
1.0,1.0,0.080004,0.081417,0.555556,0.163453,0.333333,0.166667,0.080004,1.0,0
0.916667,0.4,0.705773,0.128514,0.666667,0.913494,0.25,0.25,1.0,1.0,1
0.75,0.2,1.0,1.0,0.777778,0.166338,0.5,0.083333,1.0,0.75,1
0.916667,0.2,0.55191,0.600219,1.0,0.15295,0.5,0.083333,1.0,0.5,1
0.666667,1.0,0.382024,0.496166,0.0,0.128072,0.25,0.25,0.382024,0.75,1
0.9,0.25,0.607496,0.720088,1.0,0.164758,1.0,0.0,1.0,0.8,1
1.0,1.0,0.323105,0.231249,0.5,0.27287,0.333333,0.2,0.323105,1.0,0
0.9,1.0,0.857908,0.610698,0.625,0.27435,1.0,0.0,0.857908,0.8,0
0.5,0.75,1.0,0.421476,0.25,0.463359,1.0,0.0,1.0,0.6,1
0.9,0.75,0.954592,1.0,0.125,0.186427,0.166667,0.5,1.0,1.0,1
0.9,1.0,0.060853,0.079027,0.375,0.150382,0.333333,0.2,0.060853,1.0,0
1.0,0.2,0.601102,1.0,1.0,0.376078,0.166667,0.416667,1.0,1.0,1
0.833333,1.0,0.096107,0.47342,0.833333,0.127011,1.0,0.0,0.096107,1.0,1
0.666667,0.2,1.0,0.459052,0.5,1.0,0.2,0.333333,1.0,1.0,1
0.916667,0.2,0.743713,0.262213,0.833333,1.0,0.166667,0.416667,1.0,1.0,1
0.909091,0.2,0.950615,1.0,1.0,0.158909,1.0,0.0,1.0,0.666667,1
